ticket_id,subject,body,category,priority,sentiment,created_at,customer_tier,channel,text
TKT-1455,[Service Outage] Issue with system offline - Ticket #1455,"Help needed: system offline not functioning correctly. The CDN is not serving static assets, causing broken pages.

Account ID: ACC-28557",Service Outage,High,Negative,2024-04-07,Pro,Email,"[Service Outage] Issue with system offline - Ticket #1455 Help needed: system offline not functioning correctly. The CDN is not serving static assets, causing broken pages.

Account ID: ACC-28557"
TKT-1456,[Billing & Payments] Issue with trial - Ticket #1456,"Dear Support, We received an invoice for services we never signed up for. This involves trial. Looking forward to a quick resolution.",Billing & Payments,Medium,Neutral,2024-02-25,Free,Email,"[Billing & Payments] Issue with trial - Ticket #1456 Dear Support, We received an invoice for services we never signed up for. This involves trial. Looking forward to a quick resolution."
TKT-1457,[Billing & Payments] Issue with discount - Ticket #1457,"Hello, I need assistance with discount. We were charged twice for the same invoice #INV-2024-001 on our credit card. Can someone look into this?",Billing & Payments,Low,Positive,2024-08-06,Pro,Email,"[Billing & Payments] Issue with discount - Ticket #1457 Hello, I need assistance with discount. We were charged twice for the same invoice #INV-2024-001 on our credit card. Can someone look into this?"
TKT-1458,[Account & Access] Issue with locked out - Ticket #1458,"Problem Report: locked out failure. OAuth token expired and re-authentication loop keeps failing. Please escalate if needed.

Account ID: ACC-59737",Account & Access,Medium,Neutral,2024-07-05,Enterprise,Email,"[Account & Access] Issue with locked out - Ticket #1458 Problem Report: locked out failure. OAuth token expired and re-authentication loop keeps failing. Please escalate if needed.

Account ID: ACC-59737"
TKT-1459,[Feature Request] Issue with report - Ticket #1459,URGENT: report problem detected. A dark mode option would greatly improve user experience. This is affecting our operations.,Feature Request,Low,Positive,2024-05-04,Basic,Chat,[Feature Request] Issue with report - Ticket #1459 URGENT: report problem detected. A dark mode option would greatly improve user experience. This is affecting our operations.
TKT-1460,[Service Outage] Issue with service disrupted - Ticket #1460,"Help needed: service disrupted not functioning correctly. complete outage. The entire platform is down - all users are getting 503 errors.

Account ID: ACC-92821",Service Outage,High,Negative,2024-11-30,Enterprise,Email,"[Service Outage] Issue with service disrupted - Ticket #1460 Help needed: service disrupted not functioning correctly. complete outage. The entire platform is down - all users are getting 503 errors.

Account ID: ACC-92821"
TKT-1461,[Feature Request] Issue with request - Ticket #1461,"Dear Support, We need the ability to customize email templates for different user segments. This involves request. Looking forward to a quick resolution.
Environment: Development",Feature Request,Low,Neutral,2024-06-02,Pro,Web Portal,"[Feature Request] Issue with request - Ticket #1461 Dear Support, We need the ability to customize email templates for different user segments. This involves request. Looking forward to a quick resolution.
Environment: Development"
TKT-1462,[General Inquiry] Issue with how to - Ticket #1462,"URGENT: how to problem detected. Is there a roadmap available for upcoming features? This is affecting our operations.

Account ID: ACC-66633",General Inquiry,Low,Positive,2024-04-14,Basic,Email,"[General Inquiry] Issue with how to - Ticket #1462 URGENT: how to problem detected. Is there a roadmap available for upcoming features? This is affecting our operations.

Account ID: ACC-66633"
TKT-1463,[Service Outage] Issue with intermittent - Ticket #1463,"Dear Support, File storage service is intermittently unavailable. This involves intermittent. Looking forward to a quick resolution.",Service Outage,Medium,Neutral,2024-04-06,Free,Email,"[Service Outage] Issue with intermittent - Ticket #1463 Dear Support, File storage service is intermittently unavailable. This involves intermittent. Looking forward to a quick resolution."
TKT-1464,[Billing & Payments] Issue with plan - Ticket #1464,"Hello, I need assistance with plan. Our billing address needs to be updated but the system won't save changes. Can someone look into this?",Billing & Payments,Medium,Negative,2024-11-15,Basic,Chat,"[Billing & Payments] Issue with plan - Ticket #1464 Hello, I need assistance with plan. Our billing address needs to be updated but the system won't save changes. Can someone look into this?"
TKT-1465,[Billing & Payments] Issue with discount - Ticket #1465,Ticket: discount - The discount code NEWYEAR50 was not applied to our recent purchase. Priority: High due to business impact.,Billing & Payments,Medium,Neutral,2024-07-21,Free,Web Portal,[Billing & Payments] Issue with discount - Ticket #1465 Ticket: discount - The discount code NEWYEAR50 was not applied to our recent purchase. Priority: High due to business impact.
TKT-1466,[Account & Access] Issue with 2FA - Ticket #1466,"Hi there, Account shows 'suspended' status but subscription is active. The issue is related to 2FA. Thanks for your help.",Account & Access,High,Very Negative,2024-05-09,Basic,Email,"[Account & Access] Issue with 2FA - Ticket #1466 Hi there, Account shows 'suspended' status but subscription is active. The issue is related to 2FA. Thanks for your help."
TKT-1467,[Technical Issue] Issue with 404 - Ticket #1467,"Ticket: 404 - critical. The application throws a 500 Internal Server Error when trying to save data. Priority: High due to business impact.

Account ID: ACC-78244",Technical Issue,High,Negative,2024-03-14,Basic,Email,"[Technical Issue] Issue with 404 - Ticket #1467 Ticket: 404 - critical. The application throws a 500 Internal Server Error when trying to save data. Priority: High due to business impact.

Account ID: ACC-78244"
TKT-1468,[Feature Request] Issue with export - Ticket #1468,"Hi there, We need the ability to customize email templates for different user segments. The issue is related to export. Thanks for your help.

Account ID: ACC-42924",Feature Request,Medium,Negative,2024-02-16,Enterprise,Email,"[Feature Request] Issue with export - Ticket #1468 Hi there, We need the ability to customize email templates for different user segments. The issue is related to export. Thanks for your help.

Account ID: ACC-42924"
TKT-1469,[Account & Access] Issue with hack - Ticket #1469,"Hi there, OAuth token expired and re-authentication loop keeps failing. The issue is related to hack. Thanks for your help.",Account & Access,Low,Positive,2024-12-03,Pro,Email,"[Account & Access] Issue with hack - Ticket #1469 Hi there, OAuth token expired and re-authentication loop keeps failing. The issue is related to hack. Thanks for your help."
TKT-1470,[Technical Issue] Issue with exception - Ticket #1470,Incident: exception - The application throws a 500 Internal Server Error when trying to save data. Impact: Multiple users affected.,Technical Issue,High,Very Negative,2024-06-02,Basic,Chat,[Technical Issue] Issue with exception - Ticket #1470 Incident: exception - The application throws a 500 Internal Server Error when trying to save data. Impact: Multiple users affected.
TKT-1471,[General Inquiry] Issue with best practice - Ticket #1471,"Problem Report: best practice failure. Where can I find the API documentation for the latest version? Please escalate if needed.

Account ID: ACC-24141",General Inquiry,Low,Neutral,2024-04-27,Pro,Web Portal,"[General Inquiry] Issue with best practice - Ticket #1471 Problem Report: best practice failure. Where can I find the API documentation for the latest version? Please escalate if needed.

Account ID: ACC-24141"
TKT-1472,[General Inquiry] Issue with guide - Ticket #1472,"Dear Support, Where can I find the API documentation for the latest version? This involves guide. Looking forward to a quick resolution.

Account ID: ACC-57914",General Inquiry,Medium,Neutral,2024-06-09,Pro,Web Portal,"[General Inquiry] Issue with guide - Ticket #1472 Dear Support, Where can I find the API documentation for the latest version? This involves guide. Looking forward to a quick resolution.

Account ID: ACC-57914"
TKT-1473,[Account & Access] Issue with access - Ticket #1473,Ticket: access - OAuth token expired and re-authentication loop keeps failing. Priority: High due to business impact.,Account & Access,Low,Positive,2024-02-13,Basic,Web Portal,[Account & Access] Issue with access - Ticket #1473 Ticket: access - OAuth token expired and re-authentication loop keeps failing. Priority: High due to business impact.
TKT-1474,[Service Outage] Issue with scheduled maintenance - Ticket #1474,"URGENT: scheduled maintenance problem detected. Load balancer is not distributing traffic properly, causing overload. This is affecting our operations.",Service Outage,High,Negative,2024-07-23,Pro,Chat,"[Service Outage] Issue with scheduled maintenance - Ticket #1474 URGENT: scheduled maintenance problem detected. Load balancer is not distributing traffic properly, causing overload. This is affecting our operations."
TKT-1475,[Feature Request] Issue with report - Ticket #1475,"URGENT: report problem detected. Could you add integration with Slack for real-time notifications? This is affecting our operations.

Account ID: ACC-42355",Feature Request,Low,Neutral,2024-02-13,Pro,Email,"[Feature Request] Issue with report - Ticket #1475 URGENT: report problem detected. Could you add integration with Slack for real-time notifications? This is affecting our operations.

Account ID: ACC-42355"
TKT-1476,[Feature Request] Issue with template - Ticket #1476,Problem Report: template failure. A dark mode option would greatly improve user experience. Please escalate if needed.,Feature Request,Low,Neutral,2024-02-17,Basic,Email,[Feature Request] Issue with template - Ticket #1476 Problem Report: template failure. A dark mode option would greatly improve user experience. Please escalate if needed.
TKT-1477,[General Inquiry] Issue with onboarding - Ticket #1477,"Hi there, Can you clarify the data privacy policy for EU customers? The issue is related to onboarding. Thanks for your help.",General Inquiry,Low,Neutral,2024-01-23,Pro,Email,"[General Inquiry] Issue with onboarding - Ticket #1477 Hi there, Can you clarify the data privacy policy for EU customers? The issue is related to onboarding. Thanks for your help."
TKT-1478,[Account & Access] Issue with unauthorized - Ticket #1478,"Problem Report: unauthorized failure. OAuth token expired and re-authentication loop keeps failing. Please escalate if needed.
Environment: Production",Account & Access,High,Negative,2024-01-14,Free,Web Portal,"[Account & Access] Issue with unauthorized - Ticket #1478 Problem Report: unauthorized failure. OAuth token expired and re-authentication loop keeps failing. Please escalate if needed.
Environment: Production"
TKT-1479,[Service Outage] Issue with backup - Ticket #1479,"Dear Support, all users. Our production environment is completely unavailable since 2 AM. This involves backup. Looking forward to a quick resolution.

Account ID: ACC-87534",Service Outage,High,Negative,2024-01-04,Free,Chat,"[Service Outage] Issue with backup - Ticket #1479 Dear Support, all users. Our production environment is completely unavailable since 2 AM. This involves backup. Looking forward to a quick resolution.

Account ID: ACC-87534"
TKT-1480,[General Inquiry] Issue with documentation - Ticket #1480,"Problem Report: documentation failure. What is the recommended approach for handling large file uploads? Please escalate if needed.

Account ID: ACC-31584",General Inquiry,Low,Neutral,2024-05-04,Pro,Web Portal,"[General Inquiry] Issue with documentation - Ticket #1480 Problem Report: documentation failure. What is the recommended approach for handling large file uploads? Please escalate if needed.

Account ID: ACC-31584"
TKT-1481,[Feature Request] Issue with enhancement - Ticket #1481,Help needed: enhancement not functioning correctly. We'd like to see a mobile-responsive dashboard for on-the-go monitoring.,Feature Request,Medium,Negative,2024-04-21,Free,Email,[Feature Request] Issue with enhancement - Ticket #1481 Help needed: enhancement not functioning correctly. We'd like to see a mobile-responsive dashboard for on-the-go monitoring.
TKT-1482,[Feature Request] Issue with template - Ticket #1482,Problem Report: template failure. We need API rate limiting controls for our enterprise use case. Please escalate if needed.,Feature Request,Low,Positive,2024-12-08,Basic,Email,[Feature Request] Issue with template - Ticket #1482 Problem Report: template failure. We need API rate limiting controls for our enterprise use case. Please escalate if needed.
TKT-1483,[Service Outage] Issue with downtime - Ticket #1483,Problem Report: downtime failure. complete outage. The payment processing service is returning errors for all transactions. Please escalate if needed.,Service Outage,High,Negative,2024-02-20,Free,Phone,[Service Outage] Issue with downtime - Ticket #1483 Problem Report: downtime failure. complete outage. The payment processing service is returning errors for all transactions. Please escalate if needed.
TKT-1484,[Service Outage] Issue with degraded - Ticket #1484,"Hi there, File storage service is intermittently unavailable. The issue is related to degraded. Thanks for your help.",Service Outage,High,Very Negative,2024-10-30,Free,Email,"[Service Outage] Issue with degraded - Ticket #1484 Hi there, File storage service is intermittently unavailable. The issue is related to degraded. Thanks for your help."
TKT-1485,[Technical Issue] Issue with connection - Ticket #1485,Ticket: connection - Search functionality returns incorrect results after the recent update. Priority: High due to business impact.,Technical Issue,Medium,Neutral,2024-12-08,Free,Email,[Technical Issue] Issue with connection - Ticket #1485 Ticket: connection - Search functionality returns incorrect results after the recent update. Priority: High due to business impact.
TKT-1486,[Technical Issue] Issue with bug - Ticket #1486,"Hi there, Users are reporting that the page loads extremely slowly, taking over 30 seconds. The issue is related to bug. Thanks for your help.
Environment: Production",Technical Issue,High,Negative,2024-04-19,Basic,Web Portal,"[Technical Issue] Issue with bug - Ticket #1486 Hi there, Users are reporting that the page loads extremely slowly, taking over 30 seconds. The issue is related to bug. Thanks for your help.
Environment: Production"
TKT-1487,[Service Outage] Issue with intermittent - Ticket #1487,"Hi there, complete outage. File storage service is intermittently unavailable. The issue is related to intermittent. Thanks for your help.",Service Outage,High,Negative,2024-03-29,Free,Web Portal,"[Service Outage] Issue with intermittent - Ticket #1487 Hi there, complete outage. File storage service is intermittently unavailable. The issue is related to intermittent. Thanks for your help."
TKT-1488,[General Inquiry] Issue with onboarding - Ticket #1488,"Hello, I need assistance with onboarding. Could you provide documentation on how to set up webhooks? Can someone look into this?",General Inquiry,Medium,Neutral,2024-04-21,Pro,Web Portal,"[General Inquiry] Issue with onboarding - Ticket #1488 Hello, I need assistance with onboarding. Could you provide documentation on how to set up webhooks? Can someone look into this?"
TKT-1489,[General Inquiry] Issue with help - Ticket #1489,"Hello, I need assistance with help. What are the system requirements for running the desktop application? Can someone look into this?",General Inquiry,Low,Positive,2024-04-17,Enterprise,Email,"[General Inquiry] Issue with help - Ticket #1489 Hello, I need assistance with help. What are the system requirements for running the desktop application? Can someone look into this?"
TKT-1490,[Service Outage] Issue with recovery - Ticket #1490,URGENT: recovery problem detected. SLA breach. Email service is not delivering messages since this morning. This is affecting our operations.,Service Outage,High,Very Negative,2024-02-01,Free,Web Portal,[Service Outage] Issue with recovery - Ticket #1490 URGENT: recovery problem detected. SLA breach. Email service is not delivering messages since this morning. This is affecting our operations.
TKT-1491,[Account & Access] Issue with compromised - Ticket #1491,"Incident: compromised - Account shows 'suspended' status but subscription is active. Impact: Multiple users affected.
Environment: Development",Account & Access,High,Negative,2024-08-27,Free,Email,"[Account & Access] Issue with compromised - Ticket #1491 Incident: compromised - Account shows 'suspended' status but subscription is active. Impact: Multiple users affected.
Environment: Development"
TKT-1492,[Feature Request] Issue with request - Ticket #1492,Incident: request - An automated workflow builder would save our team significant time. Impact: Multiple users affected.,Feature Request,Low,Positive,2024-05-30,Enterprise,Email,[Feature Request] Issue with request - Ticket #1492 Incident: request - An automated workflow builder would save our team significant time. Impact: Multiple users affected.
TKT-1493,[Feature Request] Issue with automation - Ticket #1493,[automation] We need API rate limiting controls for our enterprise use case. Need immediate attention on this matter.,Feature Request,Low,Neutral,2024-12-18,Free,Web Portal,[Feature Request] Issue with automation - Ticket #1493 [automation] We need API rate limiting controls for our enterprise use case. Need immediate attention on this matter.
TKT-1494,[Service Outage] Issue with downtime - Ticket #1494,"Ticket: downtime - complete outage. Authentication service is down, preventing all user logins. Priority: High due to business impact.

Account ID: ACC-94585",Service Outage,High,Very Negative,2024-03-15,Enterprise,Email,"[Service Outage] Issue with downtime - Ticket #1494 Ticket: downtime - complete outage. Authentication service is down, preventing all user logins. Priority: High due to business impact.

Account ID: ACC-94585"
TKT-1495,[Technical Issue] Issue with timeout - Ticket #1495,"Dear Support, Third-party integration with payment gateway is returning invalid responses. This involves timeout. Looking forward to a quick resolution.

Account ID: ACC-56762",Technical Issue,Low,Positive,2024-09-17,Basic,Email,"[Technical Issue] Issue with timeout - Ticket #1495 Dear Support, Third-party integration with payment gateway is returning invalid responses. This involves timeout. Looking forward to a quick resolution.

Account ID: ACC-56762"
TKT-1496,[Billing & Payments] Issue with charge - Ticket #1496,Problem Report: charge failure. The automatic renewal failed and our service was suspended without warning. Please escalate if needed.,Billing & Payments,High,Very Negative,2024-01-09,Enterprise,Email,[Billing & Payments] Issue with charge - Ticket #1496 Problem Report: charge failure. The automatic renewal failed and our service was suspended without warning. Please escalate if needed.
TKT-1497,[Account & Access] Issue with password - Ticket #1497,Help needed: password not functioning correctly. Account shows 'suspended' status but subscription is active.,Account & Access,Medium,Neutral,2024-01-28,Free,Email,[Account & Access] Issue with password - Ticket #1497 Help needed: password not functioning correctly. Account shows 'suspended' status but subscription is active.
TKT-1498,[General Inquiry] Issue with clarify - Ticket #1498,URGENT: clarify problem detected. Could you provide documentation on how to set up webhooks? This is affecting our operations.,General Inquiry,Medium,Neutral,2024-06-22,Enterprise,Email,[General Inquiry] Issue with clarify - Ticket #1498 URGENT: clarify problem detected. Could you provide documentation on how to set up webhooks? This is affecting our operations.
TKT-1499,[Technical Issue] Issue with latency - Ticket #1499,Problem Report: latency failure. Memory usage spikes to 95% and the server becomes unresponsive. Please escalate if needed.,Technical Issue,High,Very Negative,2024-08-19,Pro,Email,[Technical Issue] Issue with latency - Ticket #1499 Problem Report: latency failure. Memory usage spikes to 95% and the server becomes unresponsive. Please escalate if needed.
TKT-1500,[Account & Access] Issue with unauthorized - Ticket #1500,"URGENT: unauthorized problem detected. OAuth token expired and re-authentication loop keeps failing. This is affecting our operations.

Account ID: ACC-82590",Account & Access,Medium,Negative,2024-07-13,Pro,Email,"[Account & Access] Issue with unauthorized - Ticket #1500 URGENT: unauthorized problem detected. OAuth token expired and re-authentication loop keeps failing. This is affecting our operations.

Account ID: ACC-82590"
TKT-1501,[Technical Issue] Issue with latency - Ticket #1501,"URGENT: latency problem detected. The application throws a 500 Internal Server Error when trying to save data. This is affecting our operations.

Account ID: ACC-99131",Technical Issue,High,Very Negative,2024-03-24,Free,Phone,"[Technical Issue] Issue with latency - Ticket #1501 URGENT: latency problem detected. The application throws a 500 Internal Server Error when trying to save data. This is affecting our operations.

Account ID: ACC-99131"
TKT-1502,[General Inquiry] Issue with training - Ticket #1502,"Hi there, Could you provide documentation on how to set up webhooks? The issue is related to training. Thanks for your help.

Account ID: ACC-18605",General Inquiry,Low,Neutral,2024-12-21,Pro,Phone,"[General Inquiry] Issue with training - Ticket #1502 Hi there, Could you provide documentation on how to set up webhooks? The issue is related to training. Thanks for your help.

Account ID: ACC-18605"
TKT-1503,[Feature Request] Issue with integration - Ticket #1503,"Dear Support, We need API rate limiting controls for our enterprise use case. This involves integration. Looking forward to a quick resolution.

Account ID: ACC-49236",Feature Request,Low,Neutral,2024-10-23,Free,Chat,"[Feature Request] Issue with integration - Ticket #1503 Dear Support, We need API rate limiting controls for our enterprise use case. This involves integration. Looking forward to a quick resolution.

Account ID: ACC-49236"
TKT-1504,[Billing & Payments] Issue with subscription - Ticket #1504,"Incident: subscription - Our invoice shows incorrect pricing - we should be on the Enterprise plan rate. Impact: Multiple users affected.
Environment: Staging",Billing & Payments,Medium,Neutral,2024-07-31,Free,Email,"[Billing & Payments] Issue with subscription - Ticket #1504 Incident: subscription - Our invoice shows incorrect pricing - we should be on the Enterprise plan rate. Impact: Multiple users affected.
Environment: Staging"
TKT-1505,[Billing & Payments] Issue with overcharged - Ticket #1505,Help needed: overcharged not functioning correctly. We received an invoice for services we never signed up for.,Billing & Payments,Medium,Neutral,2024-04-06,Basic,Chat,[Billing & Payments] Issue with overcharged - Ticket #1505 Help needed: overcharged not functioning correctly. We received an invoice for services we never signed up for.
TKT-1506,[Feature Request] Issue with integration - Ticket #1506,"Incident: integration - A data retention policy configuration feature is needed for compliance. Impact: Multiple users affected.

Account ID: ACC-23382",Feature Request,Low,Neutral,2024-05-06,Free,Phone,"[Feature Request] Issue with integration - Ticket #1506 Incident: integration - A data retention policy configuration feature is needed for compliance. Impact: Multiple users affected.

Account ID: ACC-23382"
TKT-1507,[Feature Request] Issue with add - Ticket #1507,Ticket: add - Please add support for multi-currency in the billing module. Priority: High due to business impact.,Feature Request,Low,Neutral,2024-02-26,Free,Web Portal,[Feature Request] Issue with add - Ticket #1507 Ticket: add - Please add support for multi-currency in the billing module. Priority: High due to business impact.
TKT-1508,[Technical Issue] Issue with connection - Ticket #1508,"Hello, I need assistance with connection. Database connection pool is exhausted, causing all requests to fail. Can someone look into this?

Account ID: ACC-24390",Technical Issue,High,Negative,2024-12-19,Basic,Phone,"[Technical Issue] Issue with connection - Ticket #1508 Hello, I need assistance with connection. Database connection pool is exhausted, causing all requests to fail. Can someone look into this?

Account ID: ACC-24390"
TKT-1509,[Service Outage] Issue with maintenance - Ticket #1509,"Hello, I need assistance with maintenance. The entire platform is down - all users are getting 503 errors. Can someone look into this?
Environment: Development",Service Outage,Medium,Negative,2024-04-27,Free,Phone,"[Service Outage] Issue with maintenance - Ticket #1509 Hello, I need assistance with maintenance. The entire platform is down - all users are getting 503 errors. Can someone look into this?
Environment: Development"
TKT-1510,[Feature Request] Issue with workflow - Ticket #1510,Help needed: workflow not functioning correctly. We need the ability to customize email templates for different user segments.,Feature Request,Low,Positive,2024-09-02,Basic,Web Portal,[Feature Request] Issue with workflow - Ticket #1510 Help needed: workflow not functioning correctly. We need the ability to customize email templates for different user segments.
TKT-1511,[Feature Request] Issue with export - Ticket #1511,"[export] A dark mode option would greatly improve user experience. Need immediate attention on this matter.

Account ID: ACC-59355
Environment: Production",Feature Request,Low,Neutral,2024-11-02,Free,Email,"[Feature Request] Issue with export - Ticket #1511 [export] A dark mode option would greatly improve user experience. Need immediate attention on this matter.

Account ID: ACC-59355
Environment: Production"
TKT-1512,[Billing & Payments] Issue with promo code - Ticket #1512,"Help needed: promo code not functioning correctly. The automatic renewal failed and our service was suspended without warning.

Account ID: ACC-97318",Billing & Payments,Medium,Neutral,2024-09-08,Free,Email,"[Billing & Payments] Issue with promo code - Ticket #1512 Help needed: promo code not functioning correctly. The automatic renewal failed and our service was suspended without warning.

Account ID: ACC-97318"
TKT-1513,[Feature Request] Issue with export - Ticket #1513,"Hello, I need assistance with export. A dark mode option would greatly improve user experience. Can someone look into this?",Feature Request,Medium,Neutral,2024-11-10,Free,Email,"[Feature Request] Issue with export - Ticket #1513 Hello, I need assistance with export. A dark mode option would greatly improve user experience. Can someone look into this?"
TKT-1514,[Service Outage] Issue with backup - Ticket #1514,"URGENT: backup problem detected. complete outage. Our production environment is completely unavailable since 2 AM. This is affecting our operations.

Account ID: ACC-37445
Environment: Staging",Service Outage,High,Negative,2024-02-07,Free,Web Portal,"[Service Outage] Issue with backup - Ticket #1514 URGENT: backup problem detected. complete outage. Our production environment is completely unavailable since 2 AM. This is affecting our operations.

Account ID: ACC-37445
Environment: Staging"
TKT-1515,[Technical Issue] Issue with exception - Ticket #1515,[exception] The API endpoint /api/v2/users returns a timeout error intermittently. Need immediate attention on this matter.,Technical Issue,Medium,Negative,2024-07-22,Free,Email,[Technical Issue] Issue with exception - Ticket #1515 [exception] The API endpoint /api/v2/users returns a timeout error intermittently. Need immediate attention on this matter.
TKT-1516,[Feature Request] Issue with suggestion - Ticket #1516,"Problem Report: suggestion failure. We'd like to see a mobile-responsive dashboard for on-the-go monitoring. Please escalate if needed.

Account ID: ACC-15470",Feature Request,Medium,Neutral,2024-06-26,Free,Chat,"[Feature Request] Issue with suggestion - Ticket #1516 Problem Report: suggestion failure. We'd like to see a mobile-responsive dashboard for on-the-go monitoring. Please escalate if needed.

Account ID: ACC-15470"
TKT-1517,[Billing & Payments] Issue with failed payment - Ticket #1517,URGENT: failed payment problem detected. The trial period ended early and we were charged before confirmation. This is affecting our operations.,Billing & Payments,Low,Positive,2024-04-28,Free,Web Portal,[Billing & Payments] Issue with failed payment - Ticket #1517 URGENT: failed payment problem detected. The trial period ended early and we were charged before confirmation. This is affecting our operations.
TKT-1518,[General Inquiry] Issue with question - Ticket #1518,Incident: question - What are the best practices for organizing projects in the platform? Impact: Multiple users affected.,General Inquiry,Low,Neutral,2024-03-14,Free,Email,[General Inquiry] Issue with question - Ticket #1518 Incident: question - What are the best practices for organizing projects in the platform? Impact: Multiple users affected.
TKT-1519,[General Inquiry] Issue with best practice - Ticket #1519,"Hi support team, I'm experiencing an issue with best practice. How do I migrate data from the old system to the new platform? Please help resolve this as soon as possible.",General Inquiry,Low,Neutral,2024-07-29,Basic,Chat,"[General Inquiry] Issue with best practice - Ticket #1519 Hi support team, I'm experiencing an issue with best practice. How do I migrate data from the old system to the new platform? Please help resolve this as soon as possible."
TKT-1520,[Account & Access] Issue with 2FA - Ticket #1520,"Hello, I need assistance with 2FA. The SSO integration with Google Workspace is not redirecting properly. Can someone look into this?",Account & Access,Low,Neutral,2024-06-24,Basic,Email,"[Account & Access] Issue with 2FA - Ticket #1520 Hello, I need assistance with 2FA. The SSO integration with Google Workspace is not redirecting properly. Can someone look into this?"
TKT-1521,[Feature Request] Issue with would be nice - Ticket #1521,Help needed: would be nice not functioning correctly. A dark mode option would greatly improve user experience.,Feature Request,Low,Neutral,2024-08-28,Free,Chat,[Feature Request] Issue with would be nice - Ticket #1521 Help needed: would be nice not functioning correctly. A dark mode option would greatly improve user experience.
TKT-1522,[Technical Issue] Issue with bug - Ticket #1522,"Ticket: bug - production down. After the latest deployment, the login functionality is completely broken. Priority: High due to business impact.

Account ID: ACC-18418
Environment: Production",Technical Issue,High,Very Negative,2024-02-08,Free,Email,"[Technical Issue] Issue with bug - Ticket #1522 Ticket: bug - production down. After the latest deployment, the login functionality is completely broken. Priority: High due to business impact.

Account ID: ACC-18418
Environment: Production"
TKT-1523,[General Inquiry] Issue with clarify - Ticket #1523,[clarify] Could you provide documentation on how to set up webhooks? Need immediate attention on this matter.,General Inquiry,Low,Neutral,2024-01-05,Basic,Chat,[General Inquiry] Issue with clarify - Ticket #1523 [clarify] Could you provide documentation on how to set up webhooks? Need immediate attention on this matter.
TKT-1524,[General Inquiry] Issue with clarify - Ticket #1524,[clarify] What are the system requirements for running the desktop application? Need immediate attention on this matter.,General Inquiry,Low,Neutral,2024-03-06,Enterprise,Email,[General Inquiry] Issue with clarify - Ticket #1524 [clarify] What are the system requirements for running the desktop application? Need immediate attention on this matter.
TKT-1525,[Feature Request] Issue with enhancement - Ticket #1525,Help needed: enhancement not functioning correctly. We need the ability to customize email templates for different user segments.,Feature Request,Low,Neutral,2024-11-21,Pro,Email,[Feature Request] Issue with enhancement - Ticket #1525 Help needed: enhancement not functioning correctly. We need the ability to customize email templates for different user segments.
TKT-1526,[Service Outage] Issue with outage - Ticket #1526,Problem Report: outage failure. The payment processing service is returning errors for all transactions. Please escalate if needed.,Service Outage,High,Very Negative,2024-10-15,Basic,Web Portal,[Service Outage] Issue with outage - Ticket #1526 Problem Report: outage failure. The payment processing service is returning errors for all transactions. Please escalate if needed.
TKT-1527,[Billing & Payments] Issue with refund - Ticket #1527,Problem Report: refund failure. Our invoice shows incorrect pricing - we should be on the Enterprise plan rate. Please escalate if needed.,Billing & Payments,Medium,Negative,2024-03-22,Free,Email,[Billing & Payments] Issue with refund - Ticket #1527 Problem Report: refund failure. Our invoice shows incorrect pricing - we should be on the Enterprise plan rate. Please escalate if needed.
TKT-1528,[Service Outage] Issue with outage - Ticket #1528,"Hello, I need assistance with outage. Our production environment is completely unavailable since 2 AM. Can someone look into this?",Service Outage,High,Very Negative,2024-10-27,Pro,Web Portal,"[Service Outage] Issue with outage - Ticket #1528 Hello, I need assistance with outage. Our production environment is completely unavailable since 2 AM. Can someone look into this?"
TKT-1529,[Service Outage] Issue with emergency maintenance - Ticket #1529,"Incident: emergency maintenance - Load balancer is not distributing traffic properly, causing overload. Impact: Multiple users affected.",Service Outage,High,Very Negative,2024-08-13,Enterprise,Web Portal,"[Service Outage] Issue with emergency maintenance - Ticket #1529 Incident: emergency maintenance - Load balancer is not distributing traffic properly, causing overload. Impact: Multiple users affected."
TKT-1530,[Account & Access] Issue with hack - Ticket #1530,Help needed: hack not functioning correctly. My 2FA device was lost and I cannot access my account.,Account & Access,Low,Positive,2024-04-06,Enterprise,Email,[Account & Access] Issue with hack - Ticket #1530 Help needed: hack not functioning correctly. My 2FA device was lost and I cannot access my account.
TKT-1531,[Technical Issue] Issue with freeze - Ticket #1531,"Hi there, Memory usage spikes to 95% and the server becomes unresponsive. The issue is related to freeze. Thanks for your help.
Environment: Staging",Technical Issue,Low,Positive,2024-04-08,Basic,Email,"[Technical Issue] Issue with freeze - Ticket #1531 Hi there, Memory usage spikes to 95% and the server becomes unresponsive. The issue is related to freeze. Thanks for your help.
Environment: Staging"
TKT-1532,[Technical Issue] Issue with server down - Ticket #1532,Help needed: server down not functioning correctly. Memory usage spikes to 95% and the server becomes unresponsive.,Technical Issue,Medium,Neutral,2024-03-09,Enterprise,Web Portal,[Technical Issue] Issue with server down - Ticket #1532 Help needed: server down not functioning correctly. Memory usage spikes to 95% and the server becomes unresponsive.
TKT-1533,[Service Outage] Issue with outage - Ticket #1533,"Incident: outage - Database cluster is in read-only mode, preventing any writes. Impact: Multiple users affected.

Account ID: ACC-68032
Environment: Production",Service Outage,High,Negative,2024-07-07,Pro,Web Portal,"[Service Outage] Issue with outage - Ticket #1533 Incident: outage - Database cluster is in read-only mode, preventing any writes. Impact: Multiple users affected.

Account ID: ACC-68032
Environment: Production"
